,index,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,depth,height,width
115,272,272,90305803,VITTSJÖ,Bookcases & shelving units,245.0,,True,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-90305803/,No,"        Shelving unit,          100x93 cm",36.0,93.0,100.0
116,273,273,263850,BILLY,Bookcases & shelving units,185.0,,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/,Yes,"        Bookcase,          80x28x202 cm",28.0,202.0,80.0
117,274,274,50263838,BILLY,Bookcases & shelving units,145.0,,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-50263838/,Yes,"        Bookcase,          40x28x202 cm",28.0,202.0,40.0
118,275,275,30419973,JONAXEL,Bookcases & shelving units,75.0,,True,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-white-30419973/,Yes,"        Shelving unit,          25x51x70 cm",51.0,70.0,25.0
119,277,277,19222299,KALLAX,Bookcases & shelving units,450.0,,True,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-stained-oak-effect-white-s19222299/,Yes,"        Desk combination,          77x147x159 cm",159.0,147.0,77.0
120,279,279,275848,KALLAX,Bookcases & shelving units,195.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-00275848/,Yes,"        Shelving unit,          42x147 cm",39.0,147.0,42.0
121,280,280,50214678,VITTSJÖ,Bookcases & shelving units,225.0,,True,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-50214678/,No,"        Shelving unit,          51x175 cm",36.0,175.0,51.0
122,281,281,39031411,HEJNE,Bookcases & shelving units,165.0,,True,https://www.ikea.com/sa/en/p/hejne-1-section-softwood-s39031411/,Yes,"        1 section,          78x31x171 cm",31.0,171.0,78.0
123,282,282,40415465,LOMMARP,Bookcases & shelving units,476.0,595,True,https://www.ikea.com/sa/en/p/lommarp-bookcase-dark-blue-green-40415465/,No,"        Bookcase,          65x199 cm",34.0,199.0,65.0
124,283,283,40033763,IVAR,Bookcases & shelving units,295.0,,True,https://www.ikea.com/sa/en/p/ivar-cabinet-pine-40033763/,No,"        Cabinet,          80x30x83 cm",30.0,83.0,80.0
125,284,284,50339292,FJÄLLBO,Bookcases & shelving units,495.0,,True,https://www.ikea.com/sa/en/p/fjaellbo-shelving-unit-black-50339292/,No,"        Shelving unit,          100x95 cm",36.0,95.0,100.0
126,286,286,59278307,KALLAX,Bookcases & shelving units,500.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/,Yes,"        Shelving unit with 4 inserts,          77x147 cm",39.0,147.0,77.0
127,287,287,80263832,BILLY,Bookcases & shelving units,95.0,,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-80263832/,Yes,"        Bookcase,          40x28x106 cm",28.0,106.0,40.0
128,288,288,19189030,EKET,Bookcases & shelving units,656.0,,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s19189030/,Yes,"        Wall-mounted cabinet combination,          80x35x210 cm",35.0,210.0,80.0
129,289,289,69155853,BILLY,Bookcases & shelving units,1510.0,,True,https://www.ikea.com/sa/en/p/billy-bookcase-brown-ash-veneer-s69155853/,Yes,"        Bookcase,          215/135x28x237 cm",28.0,237.0,280.0
130,291,291,30334605,EKET,Bookcases & shelving units,220.0,275,True,https://www.ikea.com/sa/en/p/eket-cabinet-w-2-doors-and-2-shelves-white-30334605/,Yes,"        Cabinet w 2 doors and 2 shelves,          70x25x70 cm",25.0,70.0,70.0
131,292,292,40277143,GNEDBY,Bookcases & shelving units,125.0,,True,https://www.ikea.com/sa/en/p/gnedby-shelving-unit-white-40277143/,Yes,"        Shelving unit,          202 cm",17.0,202.0,20.0
132,296,296,319135,IVAR,Bookcases & shelving units,570.0,,True,https://www.ikea.com/sa/en/p/ivar-storage-unit-with-foldable-table-pine-00319135/,No,"        Storage unit with foldable table,          80x30-104x155 cm",30.0,155.0,80.0
133,297,297,79286434,EKET,Bookcases & shelving units,620.0,,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-golden-brown-s79286434/,Yes,"        Cabinet combination with legs,          140x35x80 cm",35.0,80.0,140.0
134,298,298,69281804,BILLY / OXBERG,Bookcases & shelving units,915.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-doors-white-s69281804/,Yes,"        Bookcase with glass-doors,          120x30x202 cm",30.0,202.0,120.0
135,300,300,10261129,FINNBY,Bookcases & shelving units,149.0,,True,https://www.ikea.com/sa/en/p/finnby-bookcase-black-10261129/,No,"        Bookcase,          60x180 cm",24.0,180.0,60.0
136,301,301,20213312,VITTSJÖ,Bookcases & shelving units,395.0,,True,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-20213312/,No,"        Shelving unit,          100x175 cm",36.0,175.0,100.0
137,302,302,29281066,BILLY / OXBERG,Bookcases & shelving units,385.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s29281066/,Yes,"        Bookcase with doors,          80x30x202 cm",30.0,202.0,80.0
138,303,303,30381593,IVAR,Bookcases & shelving units,345.0,,True,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-white-30381593/,No,"        Cabinet with doors,          80x83 cm",30.0,83.0,80.0
139,304,304,90344456,VILTO,Bookcases & shelving units,275.0,,True,https://www.ikea.com/sa/en/p/vilto-shelving-unit-birch-90344456/,No,"        Shelving unit,          46x150 cm",26.0,150.0,46.0
140,305,305,30263844,BILLY,Bookcases & shelving units,115.0,,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-30263844/,Yes,"        Bookcase,          80x28x106 cm",28.0,106.0,80.0
141,306,306,70301542,KALLAX,Bookcases & shelving units,725.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-70301542/,Yes,"        Shelving unit,          182x182 cm",39.0,182.0,182.0
142,308,308,69017828,BILLY / OXBERG,Bookcases & shelving units,575.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-white-s69017828/,Yes,"        Bookcase,          80x30x202 cm",30.0,202.0,80.0
143,309,309,19286390,EKET,Bookcases & shelving units,400.0,,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-storage-combination-light-grey-dark-grey-red-s19286390/,Yes,"        Wall-mounted storage combination,          70x25x175 cm",25.0,175.0,70.0
144,310,310,9305087,JONAXEL,Bookcases & shelving units,135.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-top-shelf-s09305087/,No,"        Frame/wire baskets/top shelf,          25x51x70 cm",51.0,70.0,25.0
145,312,312,79302721,BESTÅ,Bookcases & shelving units,920.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-riksviken-nannarp-light-bronze-effect-s79302721/,Yes,"        Storage combination with doors,          120x42x74 cm",42.0,74.0,120.0
146,313,313,70342199,FJÄLLBO,Bookcases & shelving units,295.0,,True,https://www.ikea.com/sa/en/p/fjaellbo-shelving-unit-black-70342199/,No,"        Shelving unit,          51x136 cm",36.0,136.0,51.0
147,315,315,60413502,HEMNES,Bookcases & shelving units,796.0,995,True,https://www.ikea.com/sa/en/p/hemnes-bookcase-white-stain-light-brown-60413502/,Yes,"        Bookcase,          90x197 cm",37.0,197.0,90.0
148,316,316,39287398,BILLY / OXBERG,Bookcases & shelving units,340.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-door-white-glass-s39287398/,Yes,"        Bookcase with glass door,          40x30x202 cm",30.0,202.0,40.0
149,317,317,39278290,KALLAX,Bookcases & shelving units,345.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-2-inserts-black-brown-s39278290/,Yes,"        Shelving unit with 2 inserts,          42x147 cm",39.0,147.0,42.0
150,318,318,99291745,HYLLIS,Bookcases & shelving units,84.0,,True,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-with-cover-transparent-s99291745/,No,"        Shelving unit with cover,          60x27x140 cm",27.0,140.0,60.0
151,319,319,49280042,BILLY / OXBERG,Bookcases & shelving units,315.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s49280042/,Yes,"        Bookcase with doors,          80x30x106 cm",30.0,106.0,80.0
152,320,320,90301555,KALLAX,Bookcases & shelving units,115.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-90301555/,No,"        Shelving unit,          77x42 cm",39.0,42.0,77.0
153,321,321,70302283,BRUSALI,Bookcases & shelving units,237.0,395,True,https://www.ikea.com/sa/en/p/brusali-bookcase-brown-70302283/,No,"        Bookcase,          67x190 cm",33.0,190.0,67.0
154,322,322,9197436,KALLAX,Bookcases & shelving units,450.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-doors-white-s09197436/,No,"        Shelving unit with doors,          77x147 cm",39.0,147.0,77.0
155,323,323,99286838,BESTÅ / EKET,Bookcases & shelving units,1719.0,,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-light-grey-dark-grey-golden-brown-s99286838/,Yes,"        Cabinet combination for TV,          210x40x220 cm",40.0,220.0,210.0
156,324,324,20417205,STUK,Bookcases & shelving units,35.0,,True,https://www.ikea.com/sa/en/p/stuk-storage-case-pink-20417205/,No,"        Storage case,          55x51x18 cm",51.0,18.0,55.0
157,325,325,60419962,JONAXEL,Bookcases & shelving units,15.0,,True,https://www.ikea.com/sa/en/p/jonaxel-wire-basket-white-60419962/,Yes,"        Wire basket,          25x51x15 cm",51.0,15.0,25.0
158,327,327,20409936,KALLAX,Bookcases & shelving units,395.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-20409936/,Yes,"        Shelving unit,          112x147 cm",39.0,147.0,112.0
159,328,328,90301225,BRIMNES,Bookcases & shelving units,445.0,,True,https://www.ikea.com/sa/en/p/brimnes-bookcase-white-90301225/,Yes,"        Bookcase,          60x190 cm",35.0,190.0,60.0
160,330,330,60364295,OLAUS,Bookcases & shelving units,145.0,,True,https://www.ikea.com/sa/en/p/olaus-shelving-unit-galvanised-60364295/,No,"        Shelving unit,          92x36x94 cm",36.0,94.0,92.0
161,332,332,9017826,BILLY,Bookcases & shelving units,345.0,,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s09017826/,Yes,"        Bookcase,          240x28x106 cm",28.0,106.0,240.0
162,333,333,69251345,IVAR,Bookcases & shelving units,420.0,,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-pine-s69251345/,No,"        Shelving unit,          89x50x179 cm",50.0,179.0,89.0
163,334,334,79306875,EKET,Bookcases & shelving units,250.0,,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-stained-oak-effect-s79306875/,Yes,"        Cabinet combination with feet,          70x35x72 cm",35.0,72.0,70.0
164,336,336,30409295,KOLBJÖRN,Bookcases & shelving units,345.0,,True,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-beige-30409295/,No,"        Cabinet in/outdoor,          80x81 cm",35.0,81.0,80.0
165,337,337,60295706,MOSTORP,Bookcases & shelving units,417.0,695,True,https://www.ikea.com/sa/en/p/mostorp-wall-shelf-beige-high-gloss-beige-60295706/,Yes,"        Wall shelf,          160x27 cm",27.0,27.0,160.0
166,338,338,80385616,BILLY,Bookcases & shelving units,516.0,645,True,https://www.ikea.com/sa/en/p/billy-bookcase-with-glass-doors-dark-red-80385616/,Yes,"        Bookcase with glass-doors,          80x30x202 cm",30.0,202.0,80.0
167,340,340,69281776,BILLY,Bookcases & shelving units,585.0,,True,https://www.ikea.com/sa/en/p/billy-bookcase-with-panel-glass-doors-white-s69281776/,Yes,"        Bookcase with panel/glass doors,          80x30x202 cm",30.0,202.0,80.0
168,341,341,70339291,FJÄLLBO,Bookcases & shelving units,495.0,,True,https://www.ikea.com/sa/en/p/fjaellbo-shelving-unit-black-70339291/,No,"        Shelving unit,          100x136 cm",36.0,136.0,100.0
169,342,342,20345633,KOLBJÖRN,Bookcases & shelving units,695.0,,True,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-beige-20345633/,No,"        Cabinet in/outdoor,          90x161 cm",35.0,161.0,90.0
170,343,343,89248205,IVAR,Bookcases & shelving units,440.0,,True,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-pine-white-s89248205/,No,"        Cabinet with doors,          89x30x124 cm",30.0,124.0,89.0
171,344,344,99294560,VITTSJÖ,Bookcases & shelving units,695.0,,True,https://www.ikea.com/sa/en/p/vittsjoe-tv-storage-combination-black-brown-glass-s99294560/,No,"        TV storage combination,          202x36x175 cm",36.0,175.0,202.0
172,345,345,29276531,ALGOT,Bookcases & shelving units,509.0,649,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-drying-rack-white-s29276531/,No,"        Wall upright/shelves/drying rack,          132x41x199 cm",41.0,199.0,132.0
173,347,347,79017837,BILLY,Bookcases & shelving units,370.0,,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s79017837/,Yes,"        Bookcase,          160x28x202 cm",28.0,202.0,160.0
174,348,348,79305098,JONAXEL,Bookcases & shelving units,180.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-top-shelf-s79305098/,No,"        Frame/wire baskets/top shelf,          50x51x70 cm",51.0,70.0,50.0
175,349,349,79278250,KALLAX,Bookcases & shelving units,595.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s79278250/,Yes,"        Shelving unit with 4 inserts,          147x112 cm",39.0,112.0,147.0
176,350,350,39903791,ALGOT,Bookcases & shelving units,196.0,232,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s39903791/,No,"        Wall upright/shelves,          86x41x85 cm",41.0,85.0,86.0
177,351,351,89286382,EKET,Bookcases & shelving units,640.0,750,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-white-stained-oak-effect-s89286382/,Yes,"        Wall-mounted cabinet combination,          175x25x70 cm",25.0,70.0,175.0
178,352,352,10275862,KALLAX,Bookcases & shelving units,495.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-10275862/,Yes,"        Shelving unit,          147x147 cm",39.0,147.0,147.0
179,353,353,69190861,EKET,Bookcases & shelving units,435.0,,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-s69190861/,Yes,"        Cabinet combination with feet,          105x35x107 cm",35.0,107.0,105.0
180,354,354,9189484,EKET,Bookcases & shelving units,978.0,,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s09189484/,Yes,"        Wall-mounted cabinet combination,          105x35x70 cm",35.0,70.0,105.0
181,355,355,10218517,ALGOT,Bookcases & shelving units,18.0,30,True,https://www.ikea.com/sa/en/p/algot-mesh-basket-white-10218517/,Yes,"        Mesh basket,          38x60x14 cm",60.0,14.0,38.0
182,356,356,9279050,OLAUS,Bookcases & shelving units,772.0,892,True,https://www.ikea.com/sa/en/p/olaus-2-shelf-sections-s09279050/,No,"        2 shelf sections,          197x36x181 cm",36.0,181.0,197.0
183,357,357,79278269,KALLAX,Bookcases & shelving units,215.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-doors-black-brown-s79278269/,Yes,"        Shelving unit with doors,          77x77 cm",39.0,77.0,77.0
184,358,358,99277122,BILLY / BOTTNA,Bookcases & shelving units,140.0,,True,https://www.ikea.com/sa/en/p/billy-bottna-bookcase-with-display-shelf-white-beige-s99277122/,Yes,"        Bookcase with display shelf,          40x28x106 cm",28.0,106.0,40.0
185,359,359,19046442,LIATORP,Bookcases & shelving units,4335.0,,True,https://www.ikea.com/sa/en/p/liatorp-storage-combination-with-doors-white-s19046442/,No,"        Storage combination with doors,          276x214 cm",38.0,214.0,276.0
186,360,360,69285939,HYLLIS,Bookcases & shelving units,51.0,,True,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-with-cover-transparent-s69285939/,No,"        Shelving unit with cover,          60x27x74 cm",27.0,74.0,60.0
187,361,361,59902658,VITTSJÖ,Bookcases & shelving units,620.0,,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s59902658/,No,"        Storage combination,          151x36x175 cm",36.0,175.0,151.0
188,362,362,29286417,EKET,Bookcases & shelving units,265.0,,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-dark-grey-golden-brown-s29286417/,Yes,"        Cabinet combination with legs,          35x35x80 cm",35.0,80.0,35.0
189,363,363,40450350,KOLBJÖRN,Bookcases & shelving units,225.0,,True,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-in-outdoor-green-40450350/,No,"        Shelving unit in/outdoor,          80x81 cm",35.0,81.0,80.0
190,364,364,39285827,EKET,Bookcases & shelving units,80.0,,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-dark-grey-s39285827/,Yes,"        Wall-mounted shelving unit,          35x25x35 cm",25.0,35.0,35.0
191,365,365,89248314,IVAR,Bookcases & shelving units,275.0,,True,https://www.ikea.com/sa/en/p/ivar-1-section-shelves-pine-s89248314/,No,"        1 section/shelves,          89x30x179 cm",30.0,179.0,89.0
192,366,366,334536,EKET,Bookcases & shelving units,235.0,,True,https://www.ikea.com/sa/en/p/eket-cabinet-with-4-compartments-dark-grey-00334536/,Yes,"        Cabinet with 4 compartments,          70x35x70 cm",35.0,70.0,70.0
193,367,367,49189199,EKET,Bookcases & shelving units,347.0,,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-s49189199/,Yes,"        Cabinet combination with feet,          70x25x72 cm",25.0,72.0,70.0
194,368,368,9294526,VITTSJÖ,Bookcases & shelving units,490.0,,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s09294526/,No,"        Storage combination,          200x36x93 cm",36.0,93.0,200.0
195,369,369,59206004,BESTÅ,Bookcases & shelving units,1235.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-grey-stained-walnut-effect-kallviken-dark-grey-concrete-effect-s59206004/,Yes,"        Storage combination with doors,          180x40x74 cm",40.0,74.0,180.0
196,370,370,99017445,KALLAX,Bookcases & shelving units,350.0,,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-doors-black-brown-s99017445/,Yes,"        Shelving unit with doors,          77x147 cm",39.0,147.0,77.0
197,371,371,40309573,STUK,Bookcases & shelving units,35.0,,True,https://www.ikea.com/sa/en/p/stuk-storage-case-white-grey-40309573/,No,"        Storage case,          55x51x18 cm",51.0,18.0,55.0
198,372,372,49046978,HEJNE,Bookcases & shelving units,705.0,,True,https://www.ikea.com/sa/en/p/hejne-4-sections-shelves-softwood-s49046978/,No,"        4 sections/shelves,          307x50x171 cm",50.0,171.0,307.0
199,373,373,10429992,JONAXEL,Bookcases & shelving units,55.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-white-10429992/,No,"        Frame,          25x51x70 cm",51.0,70.0,25.0
200,376,376,29299165,BESTÅ,Bookcases & shelving units,925.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-black-brown-notviken-grey-green-s29299165/,Yes,"        TV bench with doors,          180x42x38 cm",42.0,38.0,180.0
201,377,377,116595,LIATORP,Bookcases & shelving units,995.0,,True,https://www.ikea.com/sa/en/p/liatorp-bookcase-white-00116595/,No,"        Bookcase,          96x214 cm",37.0,214.0,96.0
202,378,378,99300839,BESTÅ,Bookcases & shelving units,1620.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-grey-stained-walnut-effect-notviken-blue-clear-glass-s99300839/,Yes,"        Storage combination w glass doors,          120x42x192 cm",42.0,192.0,120.0
203,379,379,50343147,BROR,Bookcases & shelving units,15.0,,True,https://www.ikea.com/sa/en/p/bror-hook-for-post-black-50343147/,No,"        Hook for post,          7x5x3 cm 2 pack",5.0,7.0,3.0
204,380,380,59182201,BILLY,Bookcases & shelving units,285.0,,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s59182201/,Yes,"        Bookcase,          80x28x237 cm",28.0,237.0,80.0
205,381,381,79301788,BESTÅ,Bookcases & shelving units,1820.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-hanviken-stubbarp-black-brown-clear-glass-s79301788/,Yes,"        Storage combination w doors/drawers,          120x42x240 cm",42.0,240.0,120.0
206,384,384,9287413,BILLY / OXBERG,Bookcases & shelving units,470.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-panel-glass-door-brown-ash-veneer-glass-s09287413/,Yes,"        Bookcase with panel/glass door,          40x30x202 cm",30.0,202.0,40.0
207,385,385,29287389,BILLY / OXBERG,Bookcases & shelving units,290.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-door-brown-ash-veneer-s29287389/,Yes,"        Bookcase with door,          40x30x106 cm",30.0,106.0,40.0
208,386,386,49248311,IVAR,Bookcases & shelving units,310.0,,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-pine-s49248311/,No,"        Shelving unit,          89x30x179 cm",30.0,179.0,89.0
209,387,387,49227605,ENETRI,Bookcases & shelving units,412.0,490,True,https://www.ikea.com/sa/en/p/enetri-shelving-unit-grey-s49227605/,Yes,"        Shelving unit,          170x158 cm",33.0,158.0,170.0
210,388,388,89302971,BESTÅ,Bookcases & shelving units,2470.0,,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-grey-stained-walnut-effect-lappviken-notviken-stubbarp-grey-green-s89302971/,Yes,"        TV storage combination,          240x42x230 cm",42.0,230.0,240.0
211,392,392,19306185,JONAXEL,Bookcases & shelving units,160.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-castors-s19306185/,No,"        Frame with mesh baskets/castors,          25x51x73 cm",51.0,73.0,25.0
212,393,393,69208026,BESTÅ,Bookcases & shelving units,1725.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-lappviken-sindvik-black-brown-clear-glass-s69208026/,Yes,"        Storage combination with doors,          180x42x112 cm",42.0,112.0,180.0
213,394,394,89017832,BILLY / OXBERG,Bookcases & shelving units,1150.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-white-glass-s89017832/,Yes,"        Bookcase,          160x30x202 cm",30.0,202.0,160.0
